bilan_financier,actifs,revenu,depenses,taux_interet,flux_tresorerie,capital,agence,banque,lieu
45624.593753100846,12840.45204361116,2606.691051494362,1517.2205058529207,5.776130806371337,9957.703102279986,54362.931385136224,Agence_Centre,Société Générale,Yaoundé
40974.40081655905,18198.364238036585,3645.6980773098485,255.8363232935053,5.709070537521448,9812.055333634535,32837.26258321635,Agence_Sud,BGFI,Bafoussam
77784.17276763407,8319.911482856874,2221.1630402364253,1170.875793833076,3.324266921743652,10723.720745220187,19906.366474561055,Agence_Sud,BGFI,Yaoundé
49797.541628930994,22794.561858236953,3381.0862154849756,1726.7543562772337,3.155331806631355,10253.515437078588,38691.71896043843,Agence_Nord,Ecobank,Douala
34134.3360656615,24530.371577919188,3404.3761273333016,1008.8529828726603,1.0662361893659789,12393.98364883671,40412.50370831752,Agence_Sud,Société Générale,Garoua
62338.173681547836,16617.694763904383,3848.1679259991038,1529.4921107947987,3.667983206462684,12770.525848142106,41927.073198061116,Agence_Centre,UBA,Bafoussam
31687.345250434668,31017.90734303023,5207.728031128862,1723.436250401349,0.9949466887296465,6848.130034516596,56345.588844220954,Agence_Centre,Ecobank,Bafoussam
53132.95392507133,11419.640358983612,3313.9327737430135,1328.7253995711176,7.665959447120516,12606.317501772313,37162.613959169685,Agence_Sud,Société Générale,Douala
20604.948141803365,9749.37583853126,2592.829099434001,1585.2318854982855,9.662742977481859,6440.990718670437,38564.564507574745,Agence_Centre,Société Générale,Douala
30077.209266523543,21571.162729919804,2979.5405502464046,1018.6337173576939,9.700744566667069,11763.567664413205,26761.787425202878,Agence_Centre,Ecobank,Douala
52952.91853803685,27329.68811828508,1584.7392760887053,1396.6943601519768,8.650710993753938,11859.216354108607,49846.64203465477,Agence_Nord,Ecobank,Douala
61076.99869993116,31787.493840205083,2444.2294951287536,1805.1080847946114,6.007921493396191,4266.049325012488,42211.70876893724,Agence_Centre,BGFI,Bafoussam
52570.524217849554,16787.81015991742,2672.574049509517,1578.486480484217,7.008656972438799,10278.93773958823,34959.66727247005,Agence_Sud,BGFI,Garoua
48265.27576417639,27550.76583401907,2580.729281652326,1206.7343652180323,2.8520580268041407,8594.511659919053,17143.903678414437,Agence_Sud,BGFI,Garoua
45483.444566160666,19730.44071349505,3121.8838976269776,1612.1082021453965,6.307704201726207,7723.704226193875,57332.946340661045,Agence_Centre,UBA,Douala
27822.17014448859,18791.608900414263,2342.0640540942395,1857.304895318309,4.556495494398774,14052.556992097016,25267.840426527313,Agence_Sud,Ecobank,Yaoundé
39202.33687407937,26185.619562406708,3896.824533859577,475.029360711261,4.8201733977693255,8038.962578087743,32904.66388756353,Agence_Nord,Société Générale,Bafoussam
43090.41843560319,24566.260148893936,3000.165651934558,2079.5370324779487,7.57776560375158,7580.86921264585,44300.13413291204,Agence_Centre,Ecobank,Garoua
65856.83339328374,8965.254901110255,2992.5597430891085,1331.872630659464,2.8191835559725167,10227.08482001528,25641.30485659976,Agence_Centre,Société Générale,Douala
55154.27434352692,30335.78244808127,2737.684226789666,1712.744966620115,3.180396116945199,12056.76923889525,22077.882660962277,Agence_Centre,UBA,Yaoundé
23554.39766955899,29660.63947903216,3124.1525470871834,2098.623461822614,9.246417911286366,9575.05424196962,14512.629007592022,Agence_Sud,Ecobank,Yaoundé
54861.25954092192,15621.061089433293,3660.0786117341077,814.163151384767,0.5622429485097225,13499.111637007756,48651.96343486763,Agence_Sud,Société Générale,Douala
44223.76579375525,22770.624734061865,2306.2958274312796,1145.2794987862267,4.856342984133404,11592.92698589227,33457.76506328414,Agence_Centre,Société Générale,Bafoussam
39846.169995410615,23458.211303979173,2473.506808739795,1355.7256520621477,9.128008004078618,3465.3660408057094,75127.24110967996,Agence_Sud,BGFI,Garoua
59175.14433261302,21824.71636076735,2757.0191769786684,1108.1232394377857,6.10363007818157,8411.599109478975,28067.739212429522,Agence_Sud,UBA,Yaoundé
65464.99283743926,16147.863923082059,1923.303261221428,2367.4682879184043,5.46407074212132,8314.473701944902,28942.587718852945,Agence_Centre,Ecobank,Garoua
63969.20178674298,15298.63642443364,2344.5937122228015,1071.6139530866035,2.497441792293552,11438.082860288267,33215.28435657518,Agence_Centre,BGFI,Garoua
37411.73715166042,19821.121503059883,2619.0233011642727,1222.2266102565668,3.4327548906444827,2125.548830877665,42917.61586166187,Agence_Sud,UBA,Yaoundé
45361.81436223178,28209.103134815552,3699.511344570182,1602.1945158014885,8.52048415804693,17647.029126153167,34357.55993457626,Agence_Centre,BGFI,Douala
54968.95147105346,23805.201082161027,3210.04906320154,898.9252369619555,5.592181317684581,11593.07828468263,47347.986568030145,Agence_Centre,Ecobank,Yaoundé
64633.17690683539,17405.69967539726,3154.8719290940353,1302.159644121868,5.147421937567799,10446.630411753073,28256.939320136145,Agence_Centre,Société Générale,Yaoundé
42812.38643232065,25401.890974538415,3680.718369734378,1658.7266306250876,0.9957971354002892,13544.703149257439,23420.89937843703,Agence_Centre,Ecobank,Bafoussam
47215.115350042746,60.201655589473376,2890.102569280483,1333.5697978087444,0.16028156455123121,17030.962158437876,18421.42312709071,Agence_Sud,UBA,Garoua
33404.97538990958,28041.359902604723,3312.3718799431117,1453.3065705500258,9.636851886870492,12612.23993376521,13317.109984753639,Agence_Centre,Ecobank,Douala
32056.90063878994,7822.003548553303,2917.422597654003,1235.3339437758145,3.7698616728684167,12846.43928941486,33783.17176629932,Agence_Nord,UBA,Garoua
62187.88733591297,17462.913410178076,3212.289879519703,742.7648454096166,6.032130620995043,10392.070073393146,36388.236251281334,Agence_Centre,BGFI,Yaoundé
70343.60042856235,12162.310737616994,2533.793073910734,1660.7966056696193,0.7971507318728499,9575.422739899155,32422.7556702018,Agence_Nord,UBA,Douala
48919.848176294996,10937.22966995366,1048.9462733788566,2377.4665358236207,6.831142857230466,8572.613667985297,54920.86956624594,Agence_Centre,Société Générale,Douala
65052.99346838036,28125.787511649636,2892.576670250957,1509.200815391719,9.325667087059609,7521.6640248563735,54736.36251529762,Agence_Nord,Société Générale,Douala
55424.54037571451,16726.09159081676,4138.198508879952,1612.6320586237748,5.756652529974197,7938.957700901508,35982.36415066598,Agence_Nord,Société Générale,Douala
40323.203680923136,22425.52717211501,3740.9723217932737,1846.3613775584297,1.2611532237541057,5948.332106971051,18472.946641696442,Agence_Centre,BGFI,Bafoussam
55420.934082626205,19671.55594784571,3772.3179876729364,865.3347517266504,5.817215274734767,9772.38564794493,33199.53870333936,Agence_Centre,UBA,Douala
73070.54849698953,23339.28579056185,3988.904577444974,2351.257329064803,7.6634721310465235,4945.99726832084,32802.143272995265,Agence_Centre,BGFI,Yaoundé
49462.60941335073,20537.753237421788,3070.92607276915,1601.164398211401,4.064165365740187,10572.749572431132,32114.380452663303,Agence_Nord,Ecobank,Bafoussam
73469.6548372101,11019.054430680013,3157.8525659244765,2315.9284495445545,8.798377479414679,9891.008175872974,31627.373153221062,Agence_Sud,Ecobank,Yaoundé
10703.823438653832,26973.867736129978,2505.87848365252,1133.4835022380053,6.486829533573645,10440.805895160063,32158.445251302313,Agence_Sud,Ecobank,Yaoundé
62328.53756562836,16543.70391787081,2747.1417151783603,2409.0309612789124,8.992489182892026,8433.605289940022,35361.50060922688,Agence_Centre,Ecobank,Garoua
51305.706023572566,9103.926709381743,3492.616919816913,1887.5777470173916,6.235053112473372,19230.581110541512,32373.50681421332,Agence_Sud,Société Générale,Douala
45514.88974301199,17003.19387323861,3963.107549735053,1776.5200429261793,1.3128797200482423,14080.347700540939,42499.870103507106,Agence_Sud,UBA,Douala
51376.41164803253,30505.318534440175,2888.4429794552,1617.012227176574,3.096917111051891,6266.372499745832,44324.42459085833,Agence_Centre,Société Générale,Yaoundé
20186.46628098661,25951.55219479445,2639.848588118871,1375.7356909627754,2.0179494825245694,10698.604262280694,29072.258953810124,Agence_Nord,UBA,Douala
46704.92168243732,17559.435059144984,3000.422367085278,2100.265829236936,9.088264977168624,8175.981571188029,55252.7839120844,Agence_Centre,UBA,Bafoussam
55356.6885726762,17555.196069771,3480.965399143292,1570.1799349240234,7.604000672874827,6956.560819877758,28239.252377912628,Agence_Sud,BGFI,Garoua
72168.41067112274,17748.55464147832,1844.9161470931665,516.4651482064239,6.76398368910006,5979.783786628195,20586.392634215954,Agence_Nord,Ecobank,Douala
42225.94672589529,34537.23588492589,1163.0552374902095,941.4067691464988,3.009663196316217,11296.650072277762,44569.33685638062,Agence_Sud,UBA,Douala
37872.595956602185,22673.548165620872,2559.570520406733,1407.0771239036264,1.8404477205021352,7955.859294791278,30191.102387027924,Agence_Nord,Ecobank,Bafoussam
42473.64434623195,23010.291530337487,2023.4300592686732,1654.9994915827776,7.564510879889118,12903.478072075613,43855.497649088655,Agence_Sud,Ecobank,Garoua
63731.03176553111,27211.984178222894,2593.4878418821513,1471.7057555500521,4.741579458790797,12981.346643591318,11155.976786793635,Agence_Centre,Ecobank,Bafoussam
54931.266644895266,21671.524113185595,2881.7757449460228,2109.4853948968316,2.257895521506291,14121.743155634347,56709.47129779681,Agence_Sud,Société Générale,Yaoundé
42053.59694349442,18186.70497925508,2637.4012727815893,524.4490679806876,6.166219781652751,7442.83970177769,48067.52089648483,Agence_Sud,Ecobank,Yaoundé
57699.01149670034,18625.55105640515,4161.974027576596,1571.79396825258,0.40333852138451975,11426.096832076031,21994.28141004398,Agence_Nord,UBA,Douala
51456.16324022061,19498.791184101552,3261.3958116818562,591.0103873064227,3.261702541282535,11897.362649926903,22254.674513844573,Agence_Sud,Société Générale,Garoua
64529.674857993334,19739.444344431107,3240.3794876886627,1879.8561477420842,4.685569945911347,8577.465474688106,60067.190849170336,Agence_Centre,Ecobank,Yaoundé
39469.203591839716,25093.406805458857,3497.7657152347215,1452.7706427789985,1.4795833410940584,7684.684127821374,31151.4411580245,Agence_Centre,BGFI,Bafoussam
45085.067801033474,20363.621200651098,2088.9335057753847,1709.804986012059,9.846544775908395,14828.561997327919,29989.781815208516,Agence_Centre,Ecobank,Yaoundé
44118.377703017635,25128.480540509056,3831.289429936215,1068.0585197051169,2.0909736458961428,10682.487627196162,12807.374870208605,Agence_Nord,Ecobank,Yaoundé
28047.275778018222,19434.983939239923,2939.388570771632,2139.7324658288753,1.3035313004326554,11907.903252135213,35790.66153278135,Agence_Nord,Société Générale,Bafoussam
54441.80415596864,20550.446332212636,3536.38449379297,2020.8623320294257,2.035348738868964,7533.771964516218,37267.36462197096,Agence_Sud,UBA,Douala
53915.82908269834,6012.5952082752465,2142.5142135678757,1791.7721515059438,7.690611331597243,6342.146600433419,48585.917161233825,Agence_Sud,Ecobank,Garoua
50076.70184963691,26414.29372291737,1756.9929871871486,1435.2413765682795,4.255056592718428,8291.650676523668,23211.058861786296,Agence_Sud,Société Générale,Douala
46481.1929993728,22425.41933128595,3654.3117264200228,1789.928642647566,5.65415939752538,9627.93583783001,21756.558493112683,Agence_Nord,Société Générale,Bafoussam
28769.438869243786,26986.070769017566,3301.127620878013,1146.5537160063254,0.21009156986360744,6807.339979547954,45411.551617317724,Agence_Nord,UBA,Yaoundé
43690.320158519615,-273.78764735582445,2278.3587565139915,1927.777829510356,0.34431308573314556,9970.46557404885,52080.76085472478,Agence_Sud,Société Générale,Garoua
44859.282252098456,34618.62293346509,2304.2695349802443,2324.74044716196,4.458255498270161,4934.4844357945,21146.171786585404,Agence_Nord,UBA,Douala
37965.84096167571,19022.872602913783,3900.3478275318157,2035.3052799895931,8.166552432016235,6639.857732590383,52978.1690355969,Agence_Nord,BGFI,Bafoussam
47580.71432500986,27757.279717162615,2048.470485706138,1135.1987650962951,8.852388787075652,12012.733744830624,40450.502097841854,Agence_Centre,Ecobank,Yaoundé
56060.762852218075,12720.658510121284,4314.138362604771,1680.7086586365515,0.8670656759564022,11811.371560833682,53101.66406889575,Agence_Centre,Société Générale,Yaoundé
78292.78851815795,24289.41733543799,2279.503412281705,853.4292281206762,5.383631021010228,8824.3697038394,39157.3556617886,Agence_Sud,BGFI,Douala
52618.66719247759,12626.091057784408,3510.7135404867063,1786.195155587838,9.132296862792705,6946.707072769141,9732.664990144596,Agence_Sud,Société Générale,Bafoussam
53863.25586084147,15633.617275129363,2737.1052194008125,1725.3017064312694,3.8797275439788637,6917.789345421967,38176.39141220754,Agence_Centre,Société Générale,Yaoundé
48883.311263507494,33398.219477067505,3482.5499448658743,565.0918302339179,8.295658314283687,8880.195262176057,52721.72582405524,Agence_Nord,BGFI,Yaoundé
21218.431770514377,18665.223194656573,2564.708798308646,919.1080780438181,1.336956543994362,11933.555474935874,29275.04777099543,Agence_Sud,Société Générale,Garoua
49602.291868261746,21522.03011225806,2869.7656751421646,1358.4305516281165,9.353944896677987,12784.737074032973,35344.42037311057,Agence_Sud,Société Générale,Yaoundé
50903.4531491154,26090.474114821278,3032.735340316577,1349.570126429587,7.514233175313026,8510.404793554093,37886.39795738826,Agence_Sud,BGFI,Douala
86948.6316872793,23469.773215808233,2198.250035374822,895.2615322905973,9.413343927869017,6539.522722045649,5205.833441578216,Agence_Nord,Société Générale,Bafoussam
47114.58552828316,21052.932336005037,3592.659476336101,1694.4893646760918,6.766172335525065,10803.530913599,60056.17090524972,Agence_Centre,UBA,Bafoussam
54523.210135004185,22554.727017263576,2589.429146822732,1625.736804470256,3.6340393199942698,7529.395088122452,29183.491841233907,Agence_Sud,Société Générale,Garoua
49479.32345442135,36823.90909666792,2817.1200677279853,1402.8654340107403,9.381811725247225,8445.242083416393,46068.82518967359,Agence_Centre,Ecobank,Bafoussam
32469.82943570702,19596.6684207649,2204.52050031319,1122.1042499208186,2.7556677630917847,13975.828271311113,38959.5863662215,Agence_Centre,Société Générale,Douala
67142.34221772531,21407.693327004774,950.1330729637516,2024.3535632082817,3.321725220617325,12481.346285697304,55091.428676312324,Agence_Nord,Ecobank,Yaoundé
61278.99549030161,27354.580772053283,2847.1777899198646,2327.7035565441474,7.008084180017403,10473.922936754356,44872.67346913697,Agence_Nord,Ecobank,Garoua
61865.47920564571,27738.681530705886,4930.092337290333,1258.2192580767314,7.6531629952538625,6184.242996661831,37180.9087417483,Agence_Nord,Société Générale,Bafoussam
36359.18817807891,28309.21213892266,3627.683430318419,1193.9165414225895,9.294034838491537,10634.189702411977,29277.818889768638,Agence_Nord,BGFI,Garoua
71041.91466404148,24471.111554204293,2984.5916962124843,1745.6038327059982,2.048024090562095,13187.97187236258,49574.208416585665,Agence_Nord,UBA,Garoua
28972.234058115788,11998.965610886615,2789.6873366333857,1320.9853101265069,7.979980352192239,8873.099002703393,17518.7043525446,Agence_Nord,UBA,Bafoussam
58802.85640700405,31434.020726107672,3017.972714249637,1430.3013996683828,7.385460533969635,14053.342269960145,47750.68504331071,Agence_Sud,Société Générale,Garoua
82856.83438714968,11975.582248869185,3437.695292140168,1869.8265758623356,0.6379455625359787,13878.23586855462,26811.46298134153,Agence_Centre,BGFI,Bafoussam
35141.955123039676,22118.448256673233,2055.349747752924,545.3219562463536,3.8722314121020696,14991.198496430421,55027.40394347968,Agence_Nord,BGFI,Douala
41505.53405595842,14720.069049864494,3891.4573557350977,2159.151162426335,2.827654570600986,10915.729379594059,41935.59451195234,Agence_Sud,UBA,Bafoussam
51494.77047631462,19551.031573849054,3572.3050523529955,1536.3402621646708,3.044904243540304,11762.175099418037,47729.485214201304,Agence_Centre,BGFI,Yaoundé
42447.86518825701,22301.336872124364,3574.5485805663475,1294.25342771891,9.829468795547008,14242.56186499327,40983.86576589663,Agence_Nord,Société Générale,Bafoussam
26740.04853400801,22249.500508151912,3350.780591047782,1455.3829228892755,6.427774134799279,11342.181811206927,18971.47485830804,Agence_Nord,Société Générale,Yaoundé
51028.44462209041,22953.445279646992,3015.6933261551917,1481.2146775102594,7.176761577934996,8496.297676629361,29671.250039255938,Agence_Sud,BGFI,Garoua
34065.44429410843,31295.978883410527,3538.288988773456,634.3993482775373,9.766176373150092,8654.371490416415,48068.67205133659,Agence_Centre,Société Générale,Bafoussam
57103.88645952773,23174.740110597857,3473.4513069931027,2247.469113726618,3.7720178245763867,10715.664861321218,41999.86980831813,Agence_Nord,Ecobank,Yaoundé
36208.63648649295,18290.903552965457,2716.767431247181,1520.6628161353092,8.01840168452806,6128.315734161344,54171.87886366806,Agence_Centre,UBA,Bafoussam
73249.01607526309,26748.6101780185,2541.118581682479,1721.5010652236876,4.345309633044954,9570.223253907421,44839.29475644606,Agence_Sud,Société Générale,Bafoussam
38251.20061495644,28326.29342247248,3081.4850362095895,1975.7748852870213,8.695336718149797,13289.64135469076,28399.577311568082,Agence_Nord,BGFI,Bafoussam
45169.07725691487,11406.745294041053,4239.21612119615,989.4187712198499,1.8065754131130318,3426.238446504157,30447.230347352393,Agence_Centre,UBA,Douala
62202.758260545044,24181.800488949008,2008.7143394768793,1736.7359495176142,9.476861770642795,14603.446305383546,41235.008686278845,Agence_Sud,Société Générale,Yaoundé
31537.03525349067,24908.20919617629,1825.979787398048,1366.1794545506032,2.1877170841087965,13367.122656109479,12231.471207998737,Agence_Sud,UBA,Douala
53411.899019061944,17917.055476480054,3131.8086729892134,1923.385387608247,3.2622050698093155,8620.706152508572,60081.30262747582,Agence_Nord,BGFI,Douala
69607.14131423642,29629.947693181337,3040.7101614848143,436.38628982425234,7.561922341067805,11630.172483615428,45300.960836530685,Agence_Centre,Ecobank,Yaoundé
25887.75148158159,18949.610890772314,3138.6733314963267,1450.4528498793654,3.9375514156540667,10009.44318071898,54724.41516458647,Agence_Nord,Ecobank,Bafoussam
52769.507877984564,20879.035174300796,3195.1625583268,1198.5896721080192,6.082113767664467,13689.97110531605,21032.752710289973,Agence_Nord,Société Générale,Douala
53898.24191372635,18788.497230012912,2821.438196292156,1716.1314753170777,4.4457350106942854,12948.049428309823,54934.781924263065,Agence_Centre,Ecobank,Douala
61727.34307665966,20109.05333307027,4191.890750881666,1735.022093684101,7.423699370897818,5799.787830450972,66777.98693233298,Agence_Centre,Société Générale,Douala
31445.73933682877,12326.074391733588,1719.2768172187875,1146.187052588987,2.2833125236861083,11761.78724039253,24149.459735472192,Agence_Centre,UBA,Bafoussam
30193.150803735854,9919.64382183994,2337.2023801758032,1143.9130679119783,0.5845798723687701,9383.116439070258,49256.8215388452,Agence_Sud,Société Générale,Douala
57829.12348425346,31161.535442574805,2917.396191880762,1444.6673157213352,2.999293974730662,10248.4977115543,40013.31933624752,Agence_Sud,Société Générale,Garoua
54454.77009849779,14071.270561771706,1685.4489510766662,1051.6788863423958,4.743086648684303,7815.484297090554,21466.79382102107,Agence_Centre,Société Générale,Yaoundé
53757.39275518815,13060.253553805851,2859.316476454343,1920.9918477260635,1.6802005219267857,15244.411207362506,45914.607662222435,Agence_Sud,Ecobank,Garoua
55196.72314245463,4926.2692047739965,4329.1761325824145,1315.396399776277,3.547972896563887,13120.185459707727,50003.23845804818,Agence_Nord,Société Générale,Bafoussam
39799.62917632264,15527.267766173485,3016.7091906367696,46.50589033917936,3.9998301829356855,7780.6865080810985,32786.481367973836,Agence_Centre,BGFI,Douala
53483.80545741505,10738.371446147512,3184.560724574947,1312.588971689097,0.5739184368827355,5996.168179269302,53990.99824306268,Agence_Nord,Société Générale,Yaoundé
54396.08709948022,31494.106120954584,1991.868187861936,980.7280895780139,5.833072481842045,8842.982107066455,19998.839118529628,Agence_Centre,UBA,Douala
39284.72872960448,27068.71962539844,2506.910873568418,684.3620922695272,8.843434279712875,11303.507938273917,22062.92624260427,Agence_Nord,BGFI,Bafoussam
77986.61766717135,15182.947583755933,2699.8428957408505,881.2866808887137,1.5174291295305242,10720.617531838669,41639.16874706503,Agence_Centre,UBA,Yaoundé
57107.49381367681,35767.05063741016,2745.8279225950128,1554.704235916485,5.978080134015141,13759.39847430473,40304.62333566726,Agence_Nord,UBA,Garoua
32130.44754196027,26872.35840894116,4025.315036003015,2164.320414124116,6.647392049108463,12369.759166542557,31401.118138910737,Agence_Centre,UBA,Yaoundé
59848.30412950744,17726.180315439644,3446.1528485800995,1656.59223693249,4.193346804192883,12908.707077258721,49715.13323166263,Agence_Centre,BGFI,Douala
35379.77494659018,2504.1599958849874,2110.8336344503746,1196.7483058921302,7.0109758736427,10980.566201831312,46370.73177059139,Agence_Sud,BGFI,Yaoundé
61806.26905613678,36036.59800813519,3197.2038227456037,1727.9520975853513,4.10731543491012,5832.1038093670295,50297.66885120819,Agence_Nord,Ecobank,Bafoussam
67378.93368511106,10272.992732654828,3398.577398797428,1270.454844890504,5.046372879774349,9412.904406559295,38522.36277577279,Agence_Sud,BGFI,Bafoussam
37689.76522472434,8482.208771301757,3912.119230817013,1152.6998154184278,0.0735304455442698,13180.269219725997,47230.96321574009,Agence_Nord,Société Générale,Yaoundé
64450.64193866483,27157.99302406748,4264.432549254699,922.8186658835078,6.917201141346888,9845.431214426062,34652.19636364007,Agence_Sud,UBA,Bafoussam
56191.71390404747,37078.26684437491,2187.924646537705,624.0855966241404,6.613426789447244,11509.271105871241,64645.824281039146,Agence_Centre,Ecobank,Bafoussam
62330.90239991735,29689.90972957363,2351.3139910317295,1305.0381467202774,0.3840087732634456,9043.7550542616,30249.45075853617,Agence_Sud,BGFI,Bafoussam
78451.89473980921,23947.363840366517,1993.937712868307,1579.026744960066,3.6825010739513306,6910.564454374465,65263.569153499746,Agence_Sud,UBA,Garoua
46319.17825995694,24163.280391657,2812.7841127144147,1451.6881649925551,9.790318407916674,9629.967807861669,40418.655365072904,Agence_Centre,BGFI,Douala
38693.95753463766,25973.908911462153,3373.0866995570677,1292.0165360263206,4.207365625686168,10927.142329097962,23493.86932517509,Agence_Sud,Ecobank,Bafoussam
36657.28355561715,25312.500128507356,3789.8676132712817,1027.1269696516094,5.019454051318418,8032.9368416156685,56416.952205863214,Agence_Centre,BGFI,Yaoundé
37762.845725518426,21968.33996778563,2939.2391810859817,1804.1230958424842,9.099301581597185,9292.866265429995,41510.81666073951,Agence_Nord,BGFI,Bafoussam
48843.47435878844,20729.407727663132,2744.1219813961247,841.4340400267075,7.172618758657564,7181.610274042052,50213.48918056286,Agence_Sud,UBA,Garoua
55117.279622249654,19561.848104703342,3121.406393798992,1888.0139569217376,5.820701311242235,13357.734752692288,54686.27102251112,Agence_Centre,Société Générale,Yaoundé
54150.36198995029,14722.247877933267,2331.8856786959814,998.8914905366375,7.978046813410725,9116.632727235898,44055.4666497403,Agence_Centre,BGFI,Douala
62407.74873554036,18035.274461932582,4671.630977355819,1123.7823813234825,8.643662664559733,14358.26663537855,32893.10986224622,Agence_Sud,Ecobank,Yaoundé
50195.02837816861,8149.302300632302,1713.871178305553,766.6074046921615,4.568880717372669,14586.243551622725,51708.560532031,Agence_Nord,BGFI,Yaoundé
71803.01115735975,19311.62261243675,3147.7924631165797,1249.2989265571816,4.751083649318354,9756.862105834769,40009.06608945515,Agence_Sud,BGFI,Yaoundé
46030.147501430656,13079.862249943577,4618.884975383711,1987.6562292389895,3.860509356518358,6974.653802357951,48230.29382330103,Agence_Centre,Société Générale,Yaoundé
90802.53749884429,12274.874779489604,3005.439875647998,1757.8140442219783,9.667061400184606,3742.3063667999886,14155.233114502462,Agence_Nord,UBA,Bafoussam
59385.01021647509,21259.25905807435,2847.968771998804,1989.2110560140175,6.971662542903504,5583.888780919626,45363.78060411822,Agence_Sud,Ecobank,Douala
